ID;Property;Description:;Data type;Area;Defining reference;Alternate names
0x0000810F;PidLidTaskDateCompleted;Specifies the date when the user completed work on the task.;PtypTime, 0x0040;Tasks;[MS-OXOTASK] section 2.2.2.2.9;dispidTaskDateCompleted
0x00008110;PidLidTaskActualEffort;Indicates the number of minutes that the user actually spent working on a task.;PtypInteger32, 0x0003;Tasks;[MS-OXOTASK] section 2.2.2.2.11;dispidTaskActualEffort
0x00008111;PidLidTaskEstimatedEffort;Indicates the number of minutes that the user expects to work on a task.;PtypInteger32, 0x0003;Tasks;[MS-OXOTASK] section 2.2.2.2.12;dispidTaskEstimatedEffort
0x00008112;PidLidTaskVersion;Indicates which copy is the latest update of a Task object.;PtypInteger32, 0x0003;Tasks;[MS-OXOTASK] section 2.2.2.2.13;dispidTaskVersion
0x00008113;PidLidTaskState;Indicates the current assignment state of the Task object.;PtypInteger32, 0x0003;Tasks;[MS-OXOTASK] section 2.2.2.2.14;dispidTaskState
0x00008115;PidLidTaskLastUpdate;Contains the date and time of the most recent change made to the Task object.;PtypTime, 0x0040;Tasks;[MS-OXOTASK] section 2.2.2.2.10;dispidTaskLastUpdate
0x00008116;PidLidTaskRecurrence;Contains a RecurrencePattern structure that provides information about recurring tasks.;PtypBinary, 0x0102;Tasks;[MS-OXOTASK] section 2.2.2.2.15;dispidTaskRecur
0x00008117;PidLidTaskAssigners;Contains a stack of entries, each of which represents a task assigner.;PtypBinary, 0x0102;Tasks;[MS-OXOTASK] section 2.2.2.2.16;dispidTaskMyDelegators
0x00008119;PidLidTaskStatusOnComplete;Indicates whether the task assignee has been requested to send an email message update upon completion of the assigned task.;PtypBoolean, 0x000B;Tasks;[MS-OXOTASK] section 2.2.2.2.17;dispidTaskSOC
0x0000811A;PidLidTaskHistory;Indicates the type of change that was last made to the Task object.;PtypInteger32, 0x0003;Tasks;[MS-OXOTASK] section 2.2.2.2.18;dispidTaskHistory
0x0000811B;PidLidTaskUpdates;Indicates whether the task assignee has been requested to send a task update when the assigned Task object changes.;PtypBoolean, 0x000B;Tasks;[MS-OXOTASK] section 2.2.2.2.19;dispidTaskUpdates
0x0000811C;PidLidTaskComplete;Indicates that the task is complete.;PtypBoolean, 0x000B;Tasks;[MS-OXOTASK] section 2.2.2.2.20;dispidTaskComplete
0x0000811E;PidLidTaskFCreator;Indicates that the Task object was originally created by the action of the current user or user agent instead of by the processing of a task request. ;PtypBoolean, 0x000B;Tasks;[MS-OXOTASK] section 2.2.2.2.21;dispidTaskFCreator
0x0000811F;PidLidTaskOwner;Contains the name of the owner of the task.;PtypString, 0x001F;Tasks;[MS-OXOTASK] section 2.2.2.2.22;dispidTaskOwner
0x00008120;PidLidTaskMultipleRecipients;Provides optimization hints about the recipients of a Task object.;PtypInteger32, 0x0003;Tasks;[MS-OXOTASK] section 2.2.2.2.23;dispidTaskMultRecips
0x00008121;PidLidTaskAssigner;Specifies the name of the user that last assigned the task.;PtypString, 0x001F;Tasks;[MS-OXOTASK] section 2.2.2.2.24;dispidTaskDelegator
0x00008122;PidLidTaskLastUser;Contains the name of the most recent user to have been the owner of the task.;PtypString, 0x001F;Tasks;[MS-OXOTASK] section 2.2.2.2.25;dispidTaskLastUser
0x00008123;PidLidTaskOrdinal;Provides an aid to custom sorting of Task objects.;PtypInteger32, 0x0003;Tasks;[MS-OXOTASK] section 2.2.2.2.26;dispidTaskOrdinal
0x00008124;PidLidTaskNoCompute;Not used. The client can set this property, but it has no impact on the Task-Related Objects Protocol and is ignored by the server.;PtypBoolean, 0x000B;Tasks;[MS-OXOTASK] section 2.2.2.2.35;dispidTaskNoCompute
0x00008125;PidLidTaskLastDelegate;Contains the name of the user who most recently assigned the task, or the user to whom it was most recently assigned.;PtypString, 0x001F;Tasks;[MS-OXOTASK] section 2.2.2.2.27;dispidTaskLastDelegate
0x00008126;PidLidTaskFRecurring;Indicates whether the task includes a recurrence pattern.;PtypBoolean, 0x000B;Tasks;[MS-OXOTASK] section 2.2.2.2.28;dispidTaskFRecur
0x00008127;PidLidTaskRole;Not used. The client can set this property, but it has no impact on the Task-Related Objects Protocol and is ignored by the server.;PtypString, 0x001F;Tasks;[MS-OXOTASK] section 2.2.2.2.34;dispidTaskRole
0x00008129;PidLidTaskOwnership;Indicates the role of the current user relative to the Task object.;PtypInteger32, 0x0003;Tasks;[MS-OXOTASK] section 2.2.2.2.29;dispidTaskOwnership
0x0000812A;PidLidTaskAcceptanceState;Indicates the acceptance state of the task.;PtypInteger32, 0x0003;Tasks;[MS-OXOTASK] section 2.2.2.2.30;dispidTaskDelegValue
0x0000812C;PidLidTaskFFixOffline;Indicates the accuracy of the PidLidTaskOwner property (section 2.328).;PtypBoolean, 0x000B;Tasks;[MS-OXOTASK] section 2.2.2.2.31;dispidTaskFFixOffline
0x00008139;PidLidTaskCustomFlags;The client can set this property, but it has no impact on the Task-Related Objects Protocol and is ignored by the server.;PtypInteger32, 0x0003;Tasks;[MS-OXOTASK] section 2.2.2.2.33;dispidTaskCustomFlags
0x00008201;PidLidAppointmentSequence;Specifies the sequence number of a Meeting object.;PtypInteger32, 0x0003;Meetings;[MS-OXOCAL] section 2.2.1.1;dispidApptSequence
0x00008202;PidLidAppointmentSequenceTime;Indicates the date and time at which the PidLidAppointmentSequence property (section 2.25) was last modified.;PtypTime, 0x0040;Meetings;[MS-OXOCAL] section 2.2.4.1;dispidApptSeqTime
0x00008203;PidLidAppointmentLastSequence;Indicates to the organizer the last sequence number that was sent to any attendee.;PtypInteger32, 0x0003;Meetings;[MS-OXOCAL] section 2.2.4.2;dispidApptLastSequence
0x00008204;PidLidChangeHighlight;Specifies a bit field that indicates how the Meeting object has changed.;PtypInteger32, 0x0003;Meetings;[MS-OXOCAL] section 2.2.6.2;dispidChangeHighlight
0x00008205;PidLidBusyStatus;Specifies the availability of a user for the event described by the object.;PtypInteger32, 0x0003;Calendar;[MS-OXOCAL] section 2.2.1.2;dispidBusyStatus
0x00008206;PidLidFExceptionalBody;Indicates that the Exception Embedded Message object has a body that differs from the Recurring Calendar object. ;PtypBoolean, 0x000B;Meetings;[MS-OXOCAL] section 2.2.10.2.6;dispidFExceptionalBody
0x00008207;PidLidAppointmentAuxiliaryFlags;Specifies a bit field that describes the auxiliary state of the object.;PtypInteger32, 0x0003;Meetings;[MS-OXOCAL] section 2.2.1.3;dispidApptAuxFlags
0x00008208;PidLidLocation;Specifies the location of the event.;PtypString, 0x001F;Calendar;[MS-OXOCAL] section 2.2.1.4;dispidLocation
0x00008209;PidLidMeetingWorkspaceUrl;Specifies the URL of the Meeting Workspace that is associated with a Calendar object.;PtypString, 0x001F;Meetings;[MS-OXOCAL] section 2.2.1.48;dispidMWSURL
0x0000820A;PidLidForwardInstance;Indicates whether the Meeting Request object represents an exception to a recurring series, and whether it was forwarded (even when forwarded by the organizer) rather than being an invitation sent by the organizer.;PtypBoolean, 0x000B;Meetings;[MS-OXOCAL] section 2.2.6.3;dispidFwrdInstance
0x0000820C;PidLidLinkedTaskItems;Indicates whether the user did not include any text in the body of the Meeting Response object.;PtypMultipleBinary, 0x1102;Tasks;[MS-OXOCAL] section 2.2.1.47;dispidLinkedTaskItems
0x0000820D;PidLidAppointmentStartWhole;Specifies the start date and time of the appointment.;PtypTime, 0x0040;Calendar;[MS-OXOCAL] section 2.2.1.5;dispidApptStartWhole
0x0000820E;PidLidAppointmentEndWhole;Specifies the end date and time for the event.;PtypTime, 0x0040;Calendar;[MS-OXOCAL] section 2.2.1.6;dispidApptEndWhole
0x0000820F;PidLidAppointmentStartTime;Identifies the time that the appointment starts.;PtypTime, 0x0040;Calendar;[MS-XWDCAL] section 2.2.7.11;dispidApptStartTime
0x00008210;PidLidAppointmentEndTime;Indicates the time that the appointment ends.;PtypTime, 0x0040;Calendar;[MS-XWDCAL] section 2.2.7.4;dispidApptEndTime
0x00008211;PidLidAppointmentEndDate;Indicates the date that the appointment ends.;PtypTime, 0x0040;Calendar;[MS-XWDCAL] section 2.2.7.3;dispidApptEndDate
0x00008212;PidLidAppointmentStartDate;Identifies the date that the appointment starts.;PtypTime, 0x0040;Calendar;[MS-XWDCAL] section 2.2.7.10;dispidApptStartDate
0x00008213;PidLidAppointmentDuration;Specifies the length of the event, in minutes.;PtypInteger32, 0x0003;Calendar;[MS-OXOCAL] section 2.2.1.7;dispidApptDuration
0x00008214;PidLidAppointmentColor;Specifies the color to be used when displaying the Calendar object.;PtypInteger32, 0x0003;Calendar;[MS-OXOCAL] section 2.2.1.50;dispidApptColor
0x00008215;PidLidAppointmentSubType;Specifies whether the event is an all-day event.;PtypBoolean, 0x000B;Calendar;[MS-OXOCAL] section 2.2.1.9;dispidApptSubType
0x00008216;PidLidAppointmentRecur;Specifies the dates and times when a recurring series occurs.;PtypBinary, 0x0102;Calendar;[MS-OXOCAL] section 2.2.1.44;dispidApptRecur
0x00008217;PidLidAppointmentStateFlags;Specifies a bit field that describes the state of the object.;PtypInteger32, 0x0003;Meetings;[MS-OXOCAL] section 2.2.1.10;dispidApptStateFlags
0x00008218;PidLidResponseStatus;Specifies the response status of an attendee.;PtypInteger32, 0x0003;Meetings;[MS-OXOCAL] section 2.2.1.11;dispidResponseStatus
0x00008220;PidLidAppointmentReplyTime;Specifies the date and time at which the attendee responded to a received meeting request or Meeting Update object.;PtypTime, 0x0040;Meetings;[MS-OXOCAL] section 2.2.4.3;dispidApptReplyTime
0x00008223;PidLidRecurring;Specifies whether the object represents a recurring series.;PtypBoolean, 0x000B;Calendar;[MS-OXOCAL] section 2.2.1.12;dispidRecurring
0x00008224;PidLidIntendedBusyStatus;Contains the value of the PidLidBusyStatus property (section 2.47) on the Meeting object in the organizer's calendar at the time that the Meeting Request object or Meeting Update object was sent.;PtypInteger32, 0x0003;Meetings;[MS-OXOCAL] section 2.2.6.4;dispidIntendedBusyStatus
0x00008226;PidLidAppointmentUpdateTime;Indicates the time at which the appointment was last updated.;PtypTime, 0x0040;Meetings;[MS-XWDCAL] section 2.2.7.15;dispidApptUpdateTime
0x00008228;PidLidExceptionReplaceTime;Specifies the date and time, in UTC, within a recurrence pattern that an exception will replace.;PtypTime, 0x0040;Calendar;[MS-OXOCAL] section 2.2.10.2.5;dispidExceptionReplaceTime
0x00008229;PidLidFInvited;Indicates whether invitations have been sent for the meeting that this Meeting object represents.;PtypBoolean, 0x000B;Meetings;[MS-OXOCAL] section 2.2.4.4;dispidFInvited
0x0000822B;PidLidFExceptionalAttendees;Indicates that the object is a Recurring Calendar object with one or more exceptions, and that at least one of the Exception Embedded Message objects has at least one RecipientRow structure, as described in [MS-OXCDATA] section 2.8.3.;PtypBoolean, 0x000B;Meetings;[MS-OXOCAL] section 2.2.2.3;dispidFExceptionalAttendees
0x0000822E;PidLidOwnerName;Indicates the name of the owner of the mailbox.;PtypString, 0x001F;Meetings;[MS-XWDCAL] section 2.2.7.47;dispidOwnerName
0x0000822F;PidLidFOthersAppointment;Indicates whether the Calendar folder from which the meeting was opened is another user's calendar.;PtypBoolean, 0x000B;Meetings;[MS-XWDCAL] section 2.2.7.26;dispidFOthersAppt, http://schemas.microsoft.com/mapi/fothersappt
0x00008230;PidLidAppointmentReplyName;Specifies the user who last replied to the meeting request or meeting update.;PtypString, 0x001F;Meetings;[MS-OXOCAL] section 2.2.4.5;dispidApptReplyName, http://schemas.microsoft.com/mapi/apptreplyname
0x00008231;PidLidRecurrenceType;Specifies the recurrence type of the recurring series.;PtypInteger32, 0x0003;Calendar;[MS-OXOCAL] section 2.2.1.45;dispidRecurType
0x00008232;PidLidRecurrencePattern;Specifies a description of the recurrence pattern of the Calendar object.;PtypString, 0x001F;Calendar;[MS-OXOCAL] section 2.2.1.46;dispidRecurPattern
0x00008233;PidLidTimeZoneStruct;Specifies time zone information for a recurring meeting.;PtypBinary, 0x0102;Calendar;[MS-OXOCAL] section 2.2.1.39;dispidTimeZoneStruct
0x00008234;PidLidTimeZoneDescription;Specifies a human-readable description of the time zone that is represented by the data in the PidLidTimeZoneStruct property (section 2.342).;PtypString, 0x001F;Calendar;[MS-OXOCAL] section 2.2.1.40;dispidTimeZoneDesc
0x00008235;PidLidClipStart;Specifies the start date and time of the event in UTC.;PtypTime, 0x0040;Calendar;[MS-OXOCAL] section 2.2.1.14;dispidClipStart
0x00008236;PidLidClipEnd;Specifies the end date and time of the event in UTC.;PtypTime, 0x0040;Calendar;[MS-OXOCAL] section 2.2.1.15;dispidClipEnd
0x00008237;PidLidOriginalStoreEntryId;Specifies the EntryID of the delegatorâ€™s message store.;PtypBinary, 0x0102;Meetings; [MS-OXOCAL] section 2.2.4.9;dispidOrigStoreEid, http://schemas.microsoft.com/mapi/origstoreeid
0x00008238;PidLidAllAttendeesString;Specifies a list of all the attendees except for the organizer, including resources and unsendable attendees.;PtypString, 0x001F;Meetings;[MS-OXOCAL] section 2.2.1.16;dispidAllAttendeesString
0x0000823A;PidLidAutoFillLocation;Indicates whether the value of the PidLidLocation property (section 2.159) is set to the PidTagDisplayName property (section 2.676).;PtypBoolean, 0x000B;Meetings;[MS-OXOCAL] section 2.2.4.8;dispidAutoFillLocation
0x0000823B;PidLidToAttendeesString;Contains a list of all of the sendable attendees who are also required attendees.;PtypString, 0x001F;Meetings;[MS-OXOCAL] section 2.2.1.17;dispidToAttendeesString
0x0000823C;PidLidCcAttendeesString;Contains a list of all the sendable attendees who are also optional attendees.;PtypString, 0x001F;Meetings;[MS-OXOCAL] section 2.2.1.18;dispidCCAttendeesString
0x00008240;PidLidConferencingCheck;;PtypBoolean, 0x000B;Conferencing;[MS-OXOCAL] section 2.2.1.56.2;dispidConfCheck
0x00008241;PidLidConferencingType;Specifies the type of the meeting. ;PtypInteger32, 0x0003;Conferencing;[MS-OXOCAL] section 2.2.1.56.3;dispidConfType
0x00008242;PidLidDirectory;Specifies the directory server to be used.;PtypString, 0x001F;Conferencing;[MS-OXOCAL] section 2.2.1.56.4;dispidDirectory
0x00008243;PidLidOrganizerAlias;Specifies the email address of the organizer.;PtypString, 0x001F;Conferencing;[MS-OXOCAL] section 2.2.1.56.6;dispidOrgAlias
0x00008244;PidLidAutoStartCheck;Specifies whether to automatically start the conferencing application when a reminder for the start of a meeting is executed.;PtypBoolean, 0x000B;Conferencing;[MS-OXOCAL] section 2.2.1.56.1 ;dispidAutoStartCheck
0x00008246;PidLidAllowExternalCheck;This property is set to TRUE.;PtypBoolean, 0x000B;Conferencing;[MS-OXOCAL] section 2.2.1.56.5;dispidAllowExternCheck
0x00008247;PidLidCollaborateDoc;Specifies the document to be launched when the user joins the meeting. ;PtypString, 0x001F;Conferencing;[MS-OXOCAL] section 2.2.1.56.7;dispidCollaborateDoc
0x00008248;PidLidNetShowUrl;Specifies the URL to be launched when the user joins the meeting.;PtypString, 0x001F;Conferencing;[MS-OXOCAL] section 2.2.1.56.8;dispidNetShowURL
0x00008249;PidLidOnlinePassword;Specifies the password for a meeting on which the PidLidConferencingType property (section 2.66) has the value 0x00000002. ;PtypString, 0x001F;Conferencing;[MS-OXOCAL] section 2.2.1.56.9;dispidOnlinePassword
0x00008250;PidLidAppointmentProposedStartWhole;Specifies the proposed value for the PidLidAppointmentStartWhole property (section 2.29) for a counter proposal.;PtypTime, 0x0040;Meetings;[MS-OXOCAL] section 2.2.7.3;dispidApptProposedStartWhole
0x00008251;PidLidAppointmentProposedEndWhole;Specifies the proposed value for the PidLidAppointmentEndWhole property (section 2.14) for a counter proposal.;PtypTime, 0x0040;Meetings;[MS-OXOCAL] section 2.2.7.4;dispidApptProposedEndWhole
0x00008256;PidLidAppointmentProposedDuration;Indicates the proposed value for the PidLidAppointmentDuration property (section 2.11) for a counter proposal.;PtypInteger32, 0x0003;Meetings;[MS-OXOCAL] section 2.2.7.5;dispidApptProposedDuration
0x00008257;PidLidAppointmentCounterProposal;Indicates whether a Meeting Response object is a counter proposal.;PtypBoolean, 0x000B;Meetings;[MS-OXOCAL] section 2.2.4.7;dispidApptCounterProposal
0x00008259;PidLidAppointmentProposalNumber;Specifies the number of attendees who have sent counter proposals that have not been accepted or rejected by the organizer.;PtypInteger32, 0x0003;Meetings;[MS-OXOCAL] section 2.2.4.6;dispidApptProposalNum
0x0000825A;PidLidAppointmentNotAllowPropose;Indicates whether attendees are not allowed to propose a new date and/or time for the meeting.;PtypBoolean, 0x000B;Meetings;[MS-OXOCAL] section 2.2.1.26;dispidApptNotAllowPropose
0x0000825D;PidLidAppointmentUnsendableRecipients;Contains a list of unsendable attendees.;PtypBinary, 0x0102;Meetings;[MS-OXOCAL] section 2.2.1.25;dispidApptUnsendableRecips
0x0000825E;PidLidAppointmentTimeZoneDefinitionStartDisplay;Specifies time zone information that indicates the time zone of the PidLidAppointmentStartWhole property (section 2.29).;PtypBinary, 0x0102;Calendar;[MS-OXOCAL] section 2.2.1.42;dispidApptTZDefStartDisplay
0x0000825F;PidLidAppointmentTimeZoneDefinitionEndDisplay;Specifies time zone information that indicates the time zone of the PidLidAppointmentEndWhole property (section 2.14).;PtypBinary, 0x0102;Calendar;[MS-OXOCAL] section 2.2.1.43;dispidApptTZDefEndDisplay
0x00008260;PidLidAppointmentTimeZoneDefinitionRecur;Specifies time zone information that describes how to convert the meeting date and time on a recurring series to and from UTC.;PtypBinary, 0x0102;Calendar;[MS-OXOCAL] section 2.2.1.41;dispidApptTZDefRecur
0x00008261;PidLidForwardNotificationRecipients;Contains a list of RecipientRow structures, as described in [MS-OXCDATA] section 2.8.3, that indicate the recipients of a meeting forward. ;PtypBinary, 0x0102;Meetings;[MS-OXOCAL] section 2.2.9.3;dispidForwardNotificationRecipients
0x0000827A;PidLidInboundICalStream;Contains the contents of the iCalendar MIME part of the original MIME message.;PtypBinary, 0x0102;Calendar;[MS-OXCICAL] section 2.1.3.4.1;InboundICalStream, dispidInboundICalStream
0x0000827B;PidLidSingleBodyICal;Indicates that the original MIME message contained a single MIME part.;PtypBoolean, 0x000B;Calendar;[MS-OXCICAL] section 2.1.3.4.2;IsSingleBodyICal, dispidIsSingleBodyICal
0x00008501;PidLidReminderDelta;Specifies the interval, in minutes, between the time at which the reminder first becomes overdue and the start time of the Calendar object.;PtypInteger32, 0x0003;Reminders;[MS-OXORMDR] section 2.2.1.3;dispidReminderDelta, http://schemas.microsoft.com/mapi/reminderdelta
0x00008502;PidLidReminderTime;Specifies the initial signal time for objects that are not Calendar objects.;PtypTime, 0x0040;Reminders;[MS-OXORMDR] section 2.2.1.4;dispidReminderTime
0x00008503;PidLidReminderSet;Specifies whether a reminder is set on the object.;PtypBoolean, 0x000B;Reminders;[MS-OXORMDR] section 2.2.1.1;dispidReminderSet
0x00008504;PidLidReminderTimeTime;Indicates the time of the reminder for the appointment or meeting.;PtypTime, 0x0040;Reminders;[MS-XWDCAL] section 2.2.7.60;dispidReminderTimeTime
0x00008505;PidLidReminderTimeDate;Indicates the time and date of the reminder for the appointment or meeting.;PtypTime, 0x0040;Reminders;[MS-XWDCAL] section 2.2.7.59;dispidReminderTimeDate
0x00008506;PidLidPrivate;Indicates whether the end user wishes for this Message object to be hidden from other users who have access to the Message object.;PtypBoolean, 0x000B;General Message Properties;[MS-OXCMSG] section 2.2.1.15;dispidPrivate
0x0000850E;PidLidAgingDontAgeMe;Specifies whether to automatically archive the message.;PtypBoolean, 0x000B;Common;[MS-OXCMSG] section 2.2.1.33;dispidAgingDontAgeMe
0x00008510;PidLidSideEffects;Specifies how a Message object is handled by the client in relation to certain user interface actions by the user, such as deleting a message.;PtypInteger32, 0x0003;Run-time configuration;[MS-OXCMSG] section 2.2.1.16;dispidSideEffects
0x00008511;PidLidRemoteStatus;Indicates the remote status of the calendar item.;PtypInteger32, 0x0003;Run-time configuration;[MS-XWDCAL] section 2.2.7.62;dispidRemoteStatus
0x00008514;PidLidSmartNoAttach;Indicates whether the Message object has no end-user visible attachments.;PtypBoolean, 0x000B;Run-time configuration;[MS-OXCMSG] section 2.2.1.14;dispidSmartNoAttach
0x00008516;PidLidCommonStart;Indicates the start time for the Message object. ;PtypTime, 0x0040;General Message Properties;[MS-OXCMSG] section 2.2.1.18;dispidCommonStart
0x00008517;PidLidCommonEnd;Indicates the end time for the Message object. ;PtypTime, 0x0040;General Message Properties;[MS-OXCMSG] section 2.2.1.19;dispidCommonEnd
0x00008518;PidLidTaskMode;Specifies the assignment status of the embedded Task object.;PtypInteger32, 0x0003;Tasks;[MS-OXOTASK] section 2.2.3.2;dispidTaskMode
0x00008519;PidLidTaskGlobalId;Contains a unique GUID for this task, which is used to locate an existing task upon receipt of a task response or task update.;PtypBinary, 0x0102;Tasks;[MS-OXOTASK] section 2.2.2.2.32;dispidTaskGlobalObjId
0x0000851A;PidLidAutoProcessState;Specifies the options used in the automatic processing of email messages.;PtypInteger32, 0x0003;General Message Properties;[MS-OXOMSG] section 2.2.1.73;dispidSniffState
0x0000851C;PidLidReminderOverride;Specifies whether the client is to respect the current values of the  PidLidReminderPlaySound property (section 2.221) and the PidLidReminderFileParameter property (section 2.219), or use the default values for those properties.;PtypBoolean, 0x000B;Reminders;[MS-OXORMDR] section 2.2.1.5;dispidReminderOverride
0x0000851D;PidLidReminderType;This property is not set and, if set, is ignored.;PtypInteger32, 0x0003;Reminders;[MS-OXORMDR] section 2.2.1.9;dispidReminderType, http://schemas.microsoft.com/mapi/remindertype
0x0000851E;PidLidReminderPlaySound;Specifies whether the client is to play a sound when the reminder becomes overdue.;PtypBoolean, 0x000B;Reminders;[MS-OXORMDR] section 2.2.1.6;dispidReminderPlaySound
0x0000851F;PidLidReminderFileParameter;Specifies the filename of the sound that a client is to play when the reminder for that object becomes overdue. ;PtypString, 0x001F;Reminders;[MS-OXORMDR] section 2.2.1.7;dispidReminderFileParam
0x00008520;PidLidVerbStream;Specifies what voting responses the user can make in response to the message.;PtypBinary, 0x0102;Run-time configuration;[MS-OXOMSG] section 2.2.1.74;dispidVerbStream
0x00008524;PidLidVerbResponse;Specifies the voting option that a respondent has selected.;PtypString, 0x001F;General Message Properties;[MS-OXOMSG] section 2.2.1.75;dispidVerbResponse
0x00008530;PidLidFlagRequest;Contains user-specifiable text to be associated with the flag.;PtypString, 0x001F;Flagging;[MS-OXOFLAG] section 2.2.1.9;dispidRequest
0x00008535;PidLidBilling;Specifies billing information for the contact.;PtypString, 0x001F;General Message Properties;[MS-OXOCNTC] section 2.2.1.10.24;dispidBilling
0x00008536;PidLidNonSendableTo;Contains a list of all of the unsendable attendees who are also required attendees.;PtypString, 0x001F;Meetings;[MS-OXOCAL] section 2.2.1.19;dispidNonSendableTo
0x00008537;PidLidNonSendableCc;Contains a list of all of the unsendable attendees who are also optional attendees.;PtypString, 0x001F;Meetings;[MS-OXOCAL] section 2.2.1.20;dispidNonSendableCC
0x00008538;PidLidNonSendableBcc;Contains a list of all of the unsendable attendees who are also resources.;PtypString, 0x001F;Meetings;[MS-OXOCAL] section 2.2.1.21;dispidNonSendableBCC
0x00008539;PidLidCompanies;Contains a list of company names, each of which is associated with a contact that is specified in the PidLidContacts property ([MS-OXCMSG] section 2.2.1.57.2).;PtypMultipleString, 0x101F;General Message Properties;[MS-OXOJRNL] section 2.2.2.4;dispidCompanies, http://schemas.microsoft.com/exchange/companies
0x0000853A;PidLidContacts;Contains the PidTagDisplayName property (section 2.676) of each Address Book EntryID referenced in the value of the PidLidContactLinkEntry property (section 2.70).;PtypMultipleString, 0x101F;General Message Properties;[MS-OXCMSG] section 2.2.1.57.2;dispidContacts
0x00008543;PidLidNonSendToTrackStatus;Contains the value from the response table.;PtypMultipleInteger32, 0x1003;General Message Properties;[MS-OXOCAL] section 2.2.1.22;dispidNonSendToTrackStatus
0x00008544;PidLidNonSendCcTrackStatus;Contains the value from the response table.;PtypMultipleInteger32, 0x1003;General Message Properties;[MS-OXOCAL] section 2.2.1.23;dispidNonSendCcTrackStatus
0x00008545;PidLidNonSendBccTrackStatus;Contains the value from the response table.;PtypMultipleInteger32, 0x1003;General Message Properties;[MS-OXOCAL] section 2.2.1.24;dispidNonSendBccTrackStatus
