ID;Property;Description:;Data type;Area;Defining reference;Alternate names
0x00008552;PidLidCurrentVersion;Specifies the build number of the client application that sent the message.;PtypInteger32, 0x0003;General Message Properties;[MS-OXCMSG] section 2.2.1.34;dispidCurrentVersion
0x00008554;PidLidCurrentVersionName;Specifies the name of the client application that sent the message.;PtypString, 0x001F;General Message Properties;[MS-OXCMSG] section 2.2.1.35;dispidCurrentVersionName
0x00008560;PidLidReminderSignalTime;Specifies the point in time when a reminder transitions from pending to overdue. ;PtypTime, 0x0040;Reminders;[MS-OXORMDR] section 2.2.1.2;dispidReminderNextTime
0x00008580;PidLidInternetAccountName;Specifies the user-visible email account name through which the email message is sent.;PtypString, 0x001F;General Message Properties;[MS-OXOMSG] section 2.2.1.62;dispidInetAcctName
0x00008581;PidLidInternetAccountStamp;Specifies the email account ID through which the email message is sent.;PtypString, 0x001F;General Message Properties;[MS-OXOMSG] section 2.2.1.63;dispidInetAcctStamp
0x00008582;PidLidUseTnef;Specifies whether Transport Neutral Encapsulation Format (TNEF) is to be included on a message when the message is converted from TNEF to MIME or SMTP format.;PtypBoolean, 0x000B;Run-time configuration;[MS-OXOMSG] section 2.2.1.66;dispidUseTNEF
0x00008584;PidLidContactLinkSearchKey;Contains the list of SearchKeys for a Contact object linked to by the Message object.;PtypBinary, 0x0102;Contact Properties;[MS-OXCMSG] section 2.2.1.57.4;dispidContactLinkSearchKey
0x00008585;PidLidContactLinkEntry;Contains the elements of the PidLidContacts property (section 2.77).;PtypBinary, 0x0102;Contact Properties;[MS-OXCMSG] section 2.2.1.57.1;dispidContactLinkEntry
0x00008586;PidLidContactLinkName;;PtypString, 0x001F;Contact Properties;[MS-OXCMSG] section 2.2.1.57.3;dispidContactLinkName
0x0000859C;PidLidSpamOriginalFolder;Specifies which folder a message was in before it was filtered into the Junk Email folder.;PtypBinary, 0x0102;Spam;[MS-OXCSPAM] section 2.2.1.1;dispidSpamOriginalFolder
0x000085A0;PidLidToDoOrdinalDate;Contains the current time, in UTC, which is used to determine the sort order of objects in a consolidated to-do list.;PtypTime, 0x0040;Tasks;[MS-OXOFLAG] section 2.2.1.13;dispidToDoOrdinalDate
0x000085A1;PidLidToDoSubOrdinal;Contains the numerals 0 through 9 that are used to break a tie when the PidLidToDoOrdinalDate property (section 2.344) is used to perform a sort of objects.;PtypString, 0x001F;Tasks;[MS-OXOFLAG] section 2.2.1.14;dispidToDoSubOrdinal
0x000085A4;PidLidToDoTitle;Contains user-specifiable text to identify this Message object in a consolidated to-do list.;PtypString, 0x001F;Tasks;[MS-OXOFLAG] section 2.2.1.12;dispidToDoTitle
0x000085B1;PidLidInfoPathFormName;Contains the name of the form associated with this message.;PtypString, 0x001F;Common;[MS-OXCMSG] section 2.2.1.27;
0x000085B5;PidLidClassified;Indicates whether the contents of this message are regarded as classified information.;PtypBoolean, 0x000B;General Message Properties;[MS-OXCMSG] section 2.2.1.25;dispidClassified
0x000085B6;PidLidClassification;Contains a list of the classification categories to which the associated Message object has been assigned.;PtypString, 0x001F;General Message Properties;[MS-OXCMSG] section 2.2.1.23;dispidClassification
0x000085B7;PidLidClassificationDescription;Contains a human-readable summary of each of the classification categories included in the PidLidClassification property (section 2.53).;PtypString, 0x001F;General Message Properties;[MS-OXCMSG] section 2.2.1.24;dispidClassDesc
0x000085B8;PidLidClassificationGuid;Contains the GUID that identifies the list of email classification categories used by a Message object.;PtypString, 0x001F;General Message Properties;[MS-OXCMAIL] section 2.5.1;dispidClassGuid
0x000085BA;PidLidClassificationKeep;Indicates whether the message uses any classification categories.;PtypBoolean, 0x000B;General Message Properties;[MS-OXCMAIL] section 2.5.2;dispidClassKeep
0x000085BD;PidLidReferenceEntryId;Specifies the value of the EntryID of the Contact object unless the Contact object is a copy of an earlier original.;PtypBinary, 0x0102;Contact Properties;[MS-OXOCNTC] section 2.2.1.10.1;dispidReferenceEID
0x000085BF;PidLidValidFlagStringProof;Contains the value of the PidTagMessageDeliveryTime  property (section 2.789) when modifying the PidLidFlagRequest property (section 2.136).;PtypTime, 0x0040;Tasks;[MS-OXOFLAG] section 2.2.1.11;dispidValidFlagStringProof
0x000085C0;PidLidFlagString;Contains an index identifying one of a set of pre-defined text strings to be associated with the flag.;PtypInteger32, 0x0003;Tasks;[MS-OXOFLAG] section 2.2.1.10;dispidFlagStringEnum
0x000085C6;PidLidConversationActionMoveFolderEid;Contains the EntryID for the destination folder.;PtypBinary, 0x0102;Conversation Actions;[MS-OXOCFG] section 2.2.8.3;dispidConvActionMoveFolderEid
0x000085C7;PidLidConversationActionMoveStoreEid;Contains the EntryID for a move to a folder in a different message store.;PtypBinary, 0x0102;Conversation Actions;[MS-OXOCFG] section 2.2.8.4;dispidConvActionMoveStoreEid
0x000085C8;PidLidConversationActionMaxDeliveryTime;Contains the maximum value of the PidTagMessageDeliveryTime property (section 2.789) of all of the Email objects modified in response to the last time that the user changed a conversation action on the client.;PtypTime, 0x0040;Conversation Actions;[MS-OXOCFG] section 2.2.8.2;dispidConvActionMaxDeliveryTime
0x000085C9;PidLidConversationProcessed;Specifies a sequential number to be used in the processing of a conversation action.;PtypInteger32, 0x0003;Conversation Actions;[MS-OXOCFG] section 2.2.8.6;dispidConvExLegacyProcessedRand
0x000085CA;PidLidConversationActionLastAppliedTime;Contains the time, in UTC, that an Email object was last received in the conversation, or the last time that the user modified the conversation action, whichever occurs later.;PtypTime, 0x0040;Conversation Actions;[MS-OXOCFG] section 2.2.8.1;dispidConvActionLastAppliedTime
0x000085CB;PidLidConversationActionVersion;Contains the version of the conversation action FAI message.;PtypInteger32, 0x0003;Conversation Actions;[MS-OXOCFG] section 2.2.8.5;dispidConvActionVersion
0x000085CC;PidLidServerProcessed;Indicates whether the Meeting Request object or Meeting Update object has been processed.;PtypBoolean, 0x000B;Calendar;[MS-OXOCAL] section 2.2.5.4;dispidExchangeProcessed
0x000085CD;PidLidServerProcessingActions;Indicates what processing actions have been taken on this Meeting Request object or Meeting Update object.;PtypInteger32, 0x0003;Calendar;[MS-OXOCAL] section 2.2.5.5;dispidExchangeProcessingAction
0x000085E0;PidLidPendingStateForSiteMailboxDocument;Specifies the synchronization state of the Document object that is in the Document Libraries folder of the site mailbox.; PtypInteger32, 0x0003;Site Mailbox ;[MS-OXODOC] section 2.2.1.34;dispidPendingStateforTMDocument  
0x00008700;PidLidLogType;Briefly describes the journal activity that is being recorded.;PtypString, 0x001F;Journal;[MS-OXOJRNL] section 2.2.1.1;dispidLogType
0x00008706;PidLidLogStart;Contains the time, in UTC, at which the activity began.;PtypTime, 0x0040;Journal;[MS-OXOJRNL] section 2.2.1.3;dispidLogStart
0x00008707;PidLidLogDuration;Contains the duration, in minutes, of the activity.;PtypInteger32, 0x0003;Journal;[MS-OXOJRNL] section 2.2.1.5;dispidLogDuration
0x00008708;PidLidLogEnd;Contains the time, in UTC, at which the activity ended.;PtypTime, 0x0040;Journal;[MS-OXOJRNL] section 2.2.1.4;dispidLogEnd
0x0000870C;PidLidLogFlags;Contains metadata about the Journal object.;PtypInteger32, 0x0003;Journal;[MS-OXOJRNL] section 2.2.1.6;dispidLogFlags
0x0000870E;PidLidLogDocumentPrinted;Indicates whether the document was printed during journaling.;PtypBoolean, 0x000B;Journal;[MS-OXOJRNL] section 2.2.1.7;dispidLogDocPrinted
0x0000870F;PidLidLogDocumentSaved;Indicates whether the document was saved during journaling.;PtypBoolean, 0x000B;Journal;[MS-OXOJRNL] section 2.2.1.8;dispidLogDocSaved
0x00008710;PidLidLogDocumentRouted;Indicates whether the document was sent to a routing recipient during journaling.;PtypBoolean, 0x000B;Journal;[MS-OXOJRNL] section 2.2.1.9;dispidLogDocRouted
0x00008711;PidLidLogDocumentPosted;Indicates whether the document was sent by email or posted to a server folder during journaling. ;PtypBoolean, 0x000B;Journal;[MS-OXOJRNL] section 2.2.1.10;dispidLogDocPosted
0x00008712;PidLidLogTypeDesc;Contains an expanded description of the journal activity that is being recorded.;PtypString, 0x001F;Journal;[MS-OXOJRNL] section 2.2.1.2;dispidLogTypeDesc
0x00008900;PidLidPostRssChannelLink;Contains the URL of the RSS or Atom feed from which the XML file came.;PtypString, 0x001F;RSS;[MS-OXORSS] section 2.2.1.1;dispidPostRssChannelLink
0x00008901;PidLidPostRssItemLink;Contains the URL of the link from an RSS or Atom item.;PtypString, 0x001F;RSS;[MS-OXORSS] section 2.2.1.2;dispidPostRssItemLink
0x00008902;PidLidPostRssItemHash;Contains a hash of the feed XML computed by using an implementation-dependent algorithm.;PtypInteger32, 0x0003;RSS;[MS-OXORSS] section 2.2.1.3;dispidPostRssItemHash
0x00008903;PidLidPostRssItemGuid;Contains a unique identifier for the RSS object.;PtypString, 0x001F;RSS;[MS-OXORSS] section 2.2.1.4;dispidPostRssItemGuid
0x00008904;PidLidPostRssChannel;Contains the contents of the title field from the XML of the Atom feed or RSS channel.;PtypString, 0x001F;RSS;[MS-OXORSS] section 2.2.1.5;dispidPostRssChannel
0x00008905;PidLidPostRssItemXml;Contains the item element and all of its sub-elements from an RSS feed, or the entry element and all of its sub-elements from an Atom feed.;PtypString, 0x001F;RSS;[MS-OXORSS] section 2.2.1.6;dispidPostRssItemXml
0x00008906;PidLidPostRssSubscription;Contains the user's preferred name for the RSS or Atom subscription.;PtypString, 0x001F;RSS;[MS-OXORSS] section 2.2.1.7;dispidPostRssSubscription
0x00008A00;PidLidSharingStatus;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypInteger32, 0x0003;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingStatus
0x00008A01;PidLidSharingProviderGuid;"Contains the value ""%xAE.F0.06.00.00.00.00.00.C0.00.00.00.00.00.00.46"".";PtypBinary, 0x0102;Sharing;[MS-OXSHARE] section 2.2.2.12;dispidSharingProviderGuid
0x00008A02;PidLidSharingProviderName;Contains a user-displayable name of the sharing provider identified by the PidLidSharingProviderGuid property (section 2.266).;PtypString, 0x001F;Sharing;[MS-OXSHARE] section 2.2.2.14;dispidSharingProviderName
0x00008A03;PidLidSharingProviderUrl;Contains a URL related to the sharing provider identified by the PidLidSharingProviderGuid property (section 2.266).;PtypString, 0x001F;Sharing;[MS-OXSHARE] section 2.2.2.16;dispidSharingProviderUrl
0x00008A04;PidLidSharingRemotePath;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypString, 0x001F;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingRemotePath
0x00008A05;PidLidSharingRemoteName;Contains the value of the PidTagDisplayName property (section 2.676) on the folder being shared.;PtypString, 0x001F;Sharing;[MS-OXSHARE] section 2.2.3.1;dispidSharingRemoteName
0x00008A06;PidLidSharingRemoteUid;Contains the EntryID of the folder being shared.;PtypString, 0x001F;Sharing;[MS-OXSHARE] section 2.2.3.7;dispidSharingRemoteUid
0x00008A07;PidLidSharingInitiatorName;Contains the value of the PidTagDisplayName property (section 2.676) from the Address Book object identified by the PidLidSharingInitiatorEntryId property (section 2.248).;PtypString, 0x001F;Sharing;[MS-OXSHARE] section 2.2.2.8;dispidSharingInitiatorName
0x00008A08;PidLidSharingInitiatorSmtp;Contains the value of the PidTagSmtpAddress property (section 2.1020) from the Address Book object identified by the PidLidSharingInitiatorEntryId property (section 2.248).;PtypString, 0x001F;Sharing;[MS-OXSHARE] section 2.2.2.9;dispidSharingInitiatorSmtp
0x00008A09;PidLidSharingInitiatorEntryId;Contains the value of the PidTagEntryId property (section 2.683) for the Address Book object of the currently logged-on user.;PtypBinary, 0x0102;Sharing;[MS-OXSHARE] section 2.2.2.7;dispidSharingInitiatorEid
0x00008A0A;PidLidSharingFlags;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypInteger32, 0x0003;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingFlags
0x00008A0B;PidLidSharingProviderExtension;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypString, 0x001F;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingProviderExtension
0x00008A0C;PidLidSharingRemoteUser;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypString, 0x001F;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingRemoteUser
0x00008A0D;PidLidSharingRemotePass;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypString, 0x001F;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingRemotePass
0x00008A0E;PidLidSharingLocalPath;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypString, 0x001F;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingLocalPath
0x00008A0F;PidLidSharingLocalName;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypString, 0x001F;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingLocalName
0x00008A10;PidLidSharingLocalUid;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypString, 0x001F;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingLocalUid
0x00008A13;PidLidSharingFilter;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypBinary, 0x0102;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingFilter
0x00008A14;PidLidSharingLocalType;Contains the value of the PidTagContainerClass property (section 2.642) of the folder being shared.;PtypString, 0x001F;Sharing;[MS-OXSHARE] section 2.2.2.10;dispidSharingLocalType
0x00008A15;PidLidSharingFolderEntryId;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypBinary, 0x0102;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingFolderEid
0x00008A17;PidLidSharingCapabilities;Indicates that the Message object relates to a special folder.;PtypInteger32, 0x0003;Sharing;[MS-OXSHARE] section 2.2.2.1;dispidSharingCaps
0x00008A18;PidLidSharingFlavor;Indicates the type of Sharing Message object.;PtypInteger32, 0x0003;Sharing;[MS-OXSHARE] section 2.2.2.5;dispidSharingFlavor
0x00008A19;PidLidSharingAnonymity;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypInteger32, 0x0003;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingAnonymity
0x00008A1A;PidLidSharingReciprocation;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypInteger32, 0x0003;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingReciprocation
0x00008A1B;PidLidSharingPermissions;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypInteger32, 0x0003;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingPermissions
0x00008A1C;PidLidSharingInstanceGuid;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypBinary, 0x0102;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingInstanceGuid
0x00008A1D;PidLidSharingRemoteType;Contains the same value as the PidLidSharingLocalType property (section 2.259).;PtypString, 0x001F;Sharing;[MS-OXSHARE] section 2.2.3.5;dispidSharingRemoteType
0x00008A1E;PidLidSharingParticipants;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypString, 0x001F;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingParticipants
0x00008A1F;PidLidSharingLastSyncTime;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypTime, 0x0040;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingLastSync
0x00008A21;PidLidSharingExtensionXml;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypString, 0x001F;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingExtXml
0x00008A22;PidLidSharingRemoteLastModificationTime;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypTime, 0x0040;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingRemoteLastMod
0x00008A23;PidLidSharingLocalLastModificationTime;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypTime, 0x0040;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingLocalLastMod
0x00008A24;PidLidSharingConfigurationUrl;Contains a zero-length string.;PtypString, 0x001F;Sharing;[MS-OXSHARE] section 2.2.2.3;dispidSharingConfigUrl
0x00008A25;PidLidSharingStart;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypTime, 0x0040;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingStart
0x00008A26;PidLidSharingStop;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypTime, 0x0040;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingStop
0x00008A27;PidLidSharingResponseType;Contains the type of response with which the recipient of the sharing request responded.;PtypInteger32, 0x0003;Sharing;[MS-OXSHARE] section 2.2.4.2;dispidSharingResponseType
0x00008A28;PidLidSharingResponseTime;Contains the time at which the recipient of the sharing request sent a sharing response.;PtypTime, 0x0040;Sharing;[MS-OXSHARE] section 2.2.4.1;dispidSharingResponseTime
0x00008A29;PidLidSharingOriginalMessageEntryId;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypBinary, 0x0102;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingOriginalMessageEid
0x00008A2A;PidLidSharingSyncInterval;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypInteger32, 0x0003;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingSyncInterval
0x00008A2B;PidLidSharingDetail;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypInteger32, 0x0003;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingDetail
0x00008A2C;PidLidSharingTimeToLive;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypInteger32, 0x0003;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingTimeToLive
0x00008A2D;PidLidSharingBindingEntryId;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypBinary, 0x0102;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingBindingEid
0x00008A2E;PidLidSharingIndexEntryId;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypBinary, 0x0102;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingIndexEid
0x00008A2F;PidLidSharingRemoteComment;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypString, 0x001F;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingRemoteComment
0x00008A40;PidLidSharingWorkingHoursStart;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypTime, 0x0040;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingWorkingHoursStart
0x00008A41;PidLidSharingWorkingHoursEnd;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypTime, 0x0040;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingWorkingHoursEnd
0x00008A42;PidLidSharingWorkingHoursDays;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypInteger32, 0x0003;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingWorkingHoursDays
0x00008A43;PidLidSharingWorkingHoursTimeZone;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypBinary, 0x0102;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingWorkingHoursTZ
0x00008A44;PidLidSharingDataRangeStart;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypTime, 0x0040;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingDataRangeStart
0x00008A45;PidLidSharingDataRangeEnd;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypTime, 0x0040;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingDataRangeEnd
0x00008A46;PidLidSharingRangeStart;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypInteger32, 0x0003;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingRangeStart
0x00008A47;PidLidSharingRangeEnd;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypInteger32, 0x0003;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingRangeEnd
0x00008A48;PidLidSharingRemoteStoreUid;Contains a hexadecimal string representation of the value of the PidTagStoreEntryId property (section 2.1028) on the folder being shared.;PtypString, 0x001F;Sharing;[MS-OXSHARE] section 2.2.3.3;dispidSharingRemoteStoreUid
0x00008A49;PidLidSharingLocalStoreUid;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypString, 0x001F;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingLocalStoreUid
0x00008A4B;PidLidSharingRemoteByteSize;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypInteger32, 0x0003;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingRemoteByteSize
0x00008A4C;PidLidSharingRemoteCrc;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypInteger32, 0x0003;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingRemoteCrc
0x00008A4D;PidLidSharingLocalComment;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypString, 0x001F;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingLocalComment
0x00008A4E;PidLidSharingRoamLog;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypInteger32, 0x0003;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingRoamLog
0x00008A4F;PidLidSharingRemoteMessageCount;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypInteger32, 0x0003;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingRemoteMsgCount
0x00008A51;PidLidSharingBrowseUrl;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypString, 0x001F;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingBrowseUrl
0x00008A55;PidLidSharingLastAutoSyncTime;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypTime, 0x0040;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingLastAutoSync
0x00008A56;PidLidSharingTimeToLiveAuto;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypInteger32, 0x0003;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingTimeToLiveAuto
0x00008A5B;PidLidSharingRemoteVersion;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypString, 0x001F;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingRemoteVersion
0x00008A5C;PidLidSharingParentBindingEntryId;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypBinary, 0x0102;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingParentBindingEid
0x00008A60;PidLidSharingSyncFlags;Contains a value that is ignored by the server no matter what value is generated by the client.;PtypInteger32, 0x0003;Sharing;[MS-OXSHARE] section 2.2.6;dispidSharingSyncFlags
0x00008B00;PidLidNoteColor;Specifies the suggested background color of the Note object.;PtypInteger32, 0x0003;Sticky Notes;[MS-OXONOTE] section 2.2.1.1;dispidNoteColor
0x00008B02;PidLidNoteWidth;Specifies the width of the visible message window in pixels.;PtypInteger32, 0x0003;Sticky Notes;[MS-OXONOTE] section 2.2.1.2;dispidNoteWidth
0x00008B03;PidLidNoteHeight;Specifies the height of the visible message window in pixels.;PtypInteger32, 0x0003;Sticky Notes;[MS-OXONOTE] section 2.2.1.3;dispidNoteHeight
0x00008B04;PidLidNoteX;Specifies the distance, in pixels, from the left edge of the screen that a user interface displays a Note object.;PtypInteger32, 0x0003;Sticky Notes;[MS-OXONOTE] section 2.2.1.4;dispidNoteX
0x00008B05;PidLidNoteY;Specifies the distance, in pixels, from the top edge of the screen that a user interface displays a Note object.;PtypInteger32, 0x0003;Sticky Notes;[MS-OXONOTE] section 2.2.1.5;dispidNoteY
0x00009000;PidLidCategories;Contains the array of text labels assigned to this Message object.;PtypMultipleString, 0x101F;Common;[MS-OXCMSG] section 2.2.1.22;dispidCategories
